metric,language,year,month,repo_count,total_stars
stars_ge_500,Kotlin,2023,3,1,20000
stars_ge_500,Rust,2023,6,1,19978
stars_ge_500,TypeScript,2023,8,1,19786
stars_ge_500,Rust,2023,2,1,19742
stars_ge_500,C,2023,7,1,19391
stars_ge_500,Python,2023,3,1,19389
stars_ge_500,Rust,2023,8,1,19309
stars_ge_500,Jupyter Notebook,2023,2,1,19066
stars_ge_500,JavaScript,2023,11,1,18996
stars_ge_500,Python,2023,3,1,18947
stars_ge_500,Jupyter Notebook,2023,3,1,18946
stars_ge_500,Shell,2023,9,1,18862
stars_ge_500,Python,2023,5,1,18810
stars_ge_500,TypeScript,2023,2,1,18519
stars_ge_500,Python,2023,4,1,18494
stars_ge_500,PowerShell,2023,2,1,18398
stars_ge_500,TypeScript,2023,2,1,18378
stars_ge_500,Rust,2023,1,1,18346
stars_ge_500,Jupyter Notebook,2023,7,1,18288
stars_ge_500,Rust,2023,8,1,18214
stars_ge_500,Python,2023,1,1,18193
stars_ge_500,TypeScript,2023,11,1,18109
stars_ge_500,Python,2023,12,1,17957
stars_ge_500,Python,2023,2,1,17873
stars_ge_500,Python,2023,2,1,17824
stars_ge_500,TypeScript,2023,4,1,17762
stars_ge_500,JavaScript,2023,2,1,17650
stars_ge_500,Jupyter Notebook,2023,4,1,17513
stars_ge_500,TypeScript,2023,2,1,17480
stars_ge_500,Python,2023,5,1,17440
stars_ge_500,C,2023,7,1,17109
stars_ge_500,Python,2023,10,1,16866
stars_ge_500,Python,2023,3,1,16683
stars_ge_500,Jupyter Notebook,2023,5,1,16618
stars_ge_500,Go,2023,9,1,16505
stars_ge_500,TypeScript,2023,3,1,16443
stars_ge_500,JavaScript,2023,4,1,16351
stars_ge_500,Python,2023,8,1,16332
stars_ge_500,Python,2023,6,1,16292
stars_ge_500,Java,2023,10,1,16247
stars_ge_500,TypeScript,2023,3,1,16147
stars_ge_500,Python,2023,9,1,15983
stars_ge_500,JavaScript,2023,2,1,15850
stars_ge_500,Jupyter Notebook,2023,6,1,15823
stars_ge_500,Jupyter Notebook,2023,4,1,15725
stars_ge_500,Python,2023,2,1,15724
stars_ge_500,Python,2023,6,1,15614
stars_ge_500,Dart,2023,2,1,15441
stars_ge_500,TypeScript,2023,10,1,15350
stars_ge_500,Python,2023,3,1,15344
stars_ge_500,Go,2023,10,1,15231
stars_ge_500,Python,2023,8,1,15226
stars_ge_500,Swift,2023,3,1,14974
stars_ge_500,JavaScript,2023,3,1,14905
stars_ge_500,Python,2023,9,1,14857
stars_ge_500,Go,2023,1,1,14837
stars_ge_500,Vue,2023,10,1,14823
stars_ge_500,Shell,2023,7,1,14781
stars_ge_500,Python,2023,8,1,14749
stars_ge_500,Dart,2023,10,1,14744
stars_ge_500,Python,2023,7,1,14733
stars_ge_500,TypeScript,2023,8,1,14618
stars_ge_500,Rust,2023,4,1,14250
stars_ge_500,Python,2023,4,1,14214
stars_ge_500,TypeScript,2023,9,1,14155
stars_ge_500,TypeScript,2023,12,1,14055
stars_ge_500,Ruby,2023,1,1,14014
stars_ge_500,Java,2023,1,1,13991
stars_ge_500,JavaScript,2023,7,1,13954
stars_ge_500,HTML,2023,11,1,13834
stars_ge_500,Python,2023,10,1,13725
stars_ge_500,Dart,2023,4,1,13706
stars_ge_500,Python,2023,8,1,13680
stars_ge_500,Python,2023,3,1,13658
stars_ge_500,TypeScript,2023,11,1,13591
stars_ge_500,Python,2023,5,1,13365
stars_ge_500,Python,2023,8,1,13358
stars_ge_500,Rust,2023,9,1,13324
stars_ge_500,Python,2023,5,1,13300
stars_ge_500,C#,2023,8,1,13255
stars_ge_500,Python,2023,7,1,13177
stars_ge_500,CSS,2023,3,1,12957
stars_ge_500,TypeScript,2023,11,1,12947
stars_ge_500,Dart,2023,6,1,12917
stars_ge_500,Python,2023,5,1,12820
stars_ge_500,C#,2023,2,1,12776
stars_ge_500,Python,2023,6,1,12748
stars_ge_500,Vue,2023,6,1,12693
stars_ge_500,Jupyter Notebook,2023,3,1,12689
stars_ge_500,TypeScript,2023,3,1,12615
stars_ge_500,JavaScript,2023,8,1,12608
stars_ge_500,Python,2023,2,1,12553
stars_ge_500,Jupyter Notebook,2023,10,1,12550
stars_ge_500,TypeScript,2023,6,1,12498
stars_ge_500,Jupyter Notebook,2023,10,1,12430
stars_ge_500,Swift,2023,11,1,12313
stars_ge_500,Rust,2023,3,1,12313
stars_ge_500,Python,2023,4,1,12278
stars_ge_500,TypeScript,2023,2,1,12248
stars_ge_500,Python,2023,3,1,12242
stars_ge_500,Python,2023,4,1,12232
stars_ge_500,Python,2023,12,1,12220
stars_ge_500,Python,2023,5,1,12188
stars_ge_500,Python,2023,3,1,12139
stars_ge_500,Python,2023,6,1,12098
stars_ge_500,Python,2023,4,1,12088
stars_ge_500,Python,2023,2,1,12027
stars_ge_500,Ruby,2023,1,1,12001
stars_ge_500,Python,2023,3,1,11977
stars_ge_500,Python,2023,1,1,11964
stars_ge_500,Python,2023,12,1,11938
stars_ge_500,Jupyter Notebook,2023,5,1,11914
stars_ge_500,Python,2023,3,1,11906
stars_ge_500,C#,2023,8,1,11789
stars_ge_500,Jupyter Notebook,2023,8,1,11771
stars_ge_500,Ruby,2023,7,1,11716
stars_ge_500,Python,2023,3,1,11692
stars_ge_500,Python,2023,4,1,11677
stars_ge_500,Python,2023,2,1,11627
stars_ge_500,Python,2023,4,1,11603
stars_ge_500,Java,2023,6,1,11583
stars_ge_500,Python,2023,8,1,11533
stars_ge_500,Python,2023,3,1,11519
stars_ge_500,TypeScript,2023,7,1,11516
stars_ge_500,Python,2023,8,1,11382
stars_ge_500,HTML,2024,5,1,157050
stars_ge_500,TypeScript,2024,4,1,108622
stars_ge_500,Python,2024,11,1,106754
stars_ge_500,Python,2024,4,1,105312
stars_ge_500,Python,2024,12,1,102605
stars_ge_500,Python,2024,10,1,87625
stars_ge_500,TypeScript,2024,11,1,83664
stars_ge_500,TypeScript,2024,2,1,72318
stars_ge_500,Python,2024,3,1,71130
stars_ge_500,Python,2024,5,1,63930
stars_ge_500,C++,2024,5,1,62343
stars_ge_500,TypeScript,2024,7,1,60227
stars_ge_500,Python,2024,2,1,59652
stars_ge_500,Python,2024,7,1,57736
stars_ge_500,Python,2024,1,1,56637
stars_ge_500,Jupyter Notebook,2024,11,1,56606
stars_ge_500,Python,2024,3,1,55615
stars_ge_500,Ruby,2024,1,1,54073
stars_ge_500,Python,2024,11,1,52849
stars_ge_500,Python,2024,3,1,51518
stars_ge_500,Shell,2024,1,1,50898
stars_ge_500,Python,2024,12,1,50106
stars_ge_500,Python,2024,7,1,46738
stars_ge_500,Python,2024,6,1,43554
stars_ge_500,TypeScript,2024,5,1,43419
stars_ge_500,Rust,2024,8,1,41810
stars_ge_500,JavaScript,2024,3,1,41440
stars_ge_500,Go,2024,1,1,40598
stars_ge_500,Python,2024,7,1,40387
stars_ge_500,JavaScript,2024,3,1,40267
stars_ge_500,Python,2024,5,1,39073
stars_ge_500,MDX,2024,9,1,39040
stars_ge_500,Python,2024,8,1,38217
stars_ge_500,TypeScript,2024,12,1,38043
stars_ge_500,TypeScript,2024,4,1,38040
stars_ge_500,JavaScript,2024,8,1,37988
stars_ge_500,MDX,2024,5,1,36770
stars_ge_500,Shell,2024,5,1,36714
stars_ge_500,Python,2024,10,1,36698
stars_ge_500,TypeScript,2024,11,1,36623
stars_ge_500,Jupyter Notebook,2024,4,1,34645
stars_ge_500,TypeScript,2024,4,1,33729
stars_ge_500,Jupyter Notebook,2024,10,1,33491
stars_ge_500,Go,2024,4,1,33356
stars_ge_500,Python,2024,10,1,33113
stars_ge_500,Python,2024,9,1,33040
stars_ge_500,TypeScript,2024,4,1,32995
stars_ge_500,Python,2024,3,1,32200
stars_ge_500,TypeScript,2024,4,1,31501
stars_ge_500,Python,2024,8,1,29657
stars_ge_500,Cuda,2024,4,1,29551
stars_ge_500,Python,2024,2,1,29420
stars_ge_500,Python,2024,3,1,29292
stars_ge_500,Python,2024,2,1,28871
stars_ge_500,Jupyter Notebook,2024,5,1,28754
stars_ge_500,TypeScript,2024,9,1,28562
stars_ge_500,Python,2024,3,1,28076
stars_ge_500,TypeScript,2024,5,1,27786
stars_ge_500,TypeScript,2024,2,1,27770
stars_ge_500,Shell,2024,11,1,27592
stars_ge_500,Jupyter Notebook,2024,4,1,27278
stars_ge_500,Python,2024,2,1,27095
stars_ge_500,Jupyter Notebook,2024,7,1,26747
stars_ge_500,Python,2024,12,1,26589
stars_ge_500,Kotlin,2024,9,1,26468
stars_ge_500,Shell,2024,12,1,26216
stars_ge_500,HTML,2024,2,1,26141
stars_ge_500,Batchfile,2024,10,1,25906
stars_ge_500,Python,2024,1,1,25747
stars_ge_500,C++,2024,8,1,25605
stars_ge_500,C,2024,3,1,25445
stars_ge_500,Python,2024,8,1,25399
stars_ge_500,Python,2024,3,1,25271
stars_ge_500,JavaScript,2024,11,1,25239
stars_ge_500,TypeScript,2024,6,1,25081
stars_ge_500,Jupyter Notebook,2024,6,1,25045
stars_ge_500,Python,2024,8,1,24866
stars_ge_500,Go,2024,9,1,24762
stars_ge_500,TypeScript,2024,2,1,24644
stars_ge_500,Jupyter Notebook,2024,9,1,24624
stars_ge_500,Python,2024,11,1,24508
stars_ge_500,Python,2024,1,1,24357
stars_ge_500,Dart,2024,5,1,23551
stars_ge_500,Python,2024,1,1,23543
stars_ge_500,Python,2024,2,1,23516
stars_ge_500,TypeScript,2024,7,1,23471
stars_ge_500,JavaScript,2024,4,1,23405
stars_ge_500,Python,2024,1,1,23294
stars_ge_500,Python,2024,1,1,23185
stars_ge_500,TypeScript,2024,10,1,23101
stars_ge_500,TypeScript,2024,8,1,22957
stars_ge_500,Python,2024,9,1,22624
stars_ge_500,TypeScript,2024,8,1,22614
stars_ge_500,TypeScript,2024,3,1,22234
stars_ge_500,TypeScript,2024,10,1,22135
stars_ge_500,TypeScript,2024,3,1,22054
stars_ge_500,TypeScript,2024,8,1,21818
stars_ge_500,TypeScript,2024,2,1,21745
stars_ge_500,Python,2024,9,1,21608
stars_ge_500,Python,2024,2,1,21296
stars_ge_500,Jupyter Notebook,2024,9,1,21197
stars_ge_500,Python,2024,2,1,21139
stars_ge_500,TypeScript,2024,9,1,21047
stars_ge_500,Go,2024,7,1,20858
stars_ge_500,Python,2024,10,1,20652
stars_ge_500,Jupyter Notebook,2024,5,1,20549
stars_ge_500,Python,2024,7,1,20546
stars_ge_500,TypeScript,2024,9,1,20216
stars_ge_500,Kotlin,2024,1,1,19832
stars_ge_500,TypeScript,2024,10,1,19605
stars_ge_500,Python,2024,1,1,19580
stars_ge_500,TypeScript,2024,10,1,19501
stars_ge_500,Python,2024,3,1,19498
stars_ge_500,Shell,2024,6,1,19462
stars_ge_500,TypeScript,2024,9,1,19359
stars_ge_500,TypeScript,2024,2,1,19331
stars_ge_500,Python,2024,4,1,18978
stars_ge_500,Jupyter Notebook,2024,8,1,18953
stars_ge_500,Jupyter Notebook,2024,7,1,18934
stars_ge_500,Python,2024,1,1,18677
stars_ge_500,Python,2024,7,1,18660
stars_ge_500,TypeScript,2024,7,1,18173
stars_ge_500,Rust,2024,6,1,18163
stars_ge_500,Python,2024,7,1,18129
stars_ge_500,Python,2024,2,1,17914
stars_ge_500,Lua,2024,8,1,17767
stars_ge_500,Python,2024,10,1,17693
stars_ge_500,Python,2024,9,1,17121
stars_ge_500,Go,2024,3,1,17116
stars_ge_500,C,2024,7,1,17016
stars_ge_500,Jupyter Notebook,2024,3,1,16994
stars_ge_500,TypeScript,2024,11,1,16994
stars_ge_500,Python,2024,1,1,16990
stars_ge_500,Python,2024,6,1,16982
stars_ge_500,Python,2024,7,1,16965
stars_ge_500,Python,2024,4,1,16915
stars_ge_500,Python,2024,8,1,16736
stars_ge_500,TypeScript,2024,4,1,16423
stars_ge_500,Python,2024,1,1,16382
stars_ge_500,Python,2024,4,1,16358
stars_ge_500,Rust,2024,2,1,16352
stars_ge_500,Python,2024,6,1,16331
stars_ge_500,TypeScript,2024,9,1,16316
stars_ge_500,Jupyter Notebook,2024,4,1,16231
stars_ge_500,Python,2024,8,1,16132
stars_ge_500,Python,2024,8,1,16070
stars_ge_500,TypeScript,2024,9,1,15676
stars_ge_500,TypeScript,2024,3,1,15505
stars_ge_500,TypeScript,2024,12,1,15426
stars_ge_500,Jupyter Notebook,2024,5,1,15241
stars_ge_500,TypeScript,2024,6,1,15208
stars_ge_500,TypeScript,2024,2,1,15047
stars_ge_500,TypeScript,2024,3,1,14922
stars_ge_500,PHP,2024,3,1,14847
stars_ge_500,Jupyter Notebook,2024,12,1,14675
stars_ge_500,Svelte,2024,11,1,14586
stars_ge_500,Go,2024,6,1,14538
stars_ge_500,Kotlin,2024,7,1,14361
stars_ge_500,Python,2024,11,1,14327
stars_ge_500,Python,2024,10,1,14326
stars_ge_500,Python,2024,10,1,14030
stars_ge_500,Python,2024,1,1,13943
stars_ge_500,Python,2024,7,1,13808
stars_ge_500,Python,2024,7,1,13705
stars_ge_500,HTML,2024,1,1,13534
stars_ge_500,TypeScript,2024,6,1,13413
stars_ge_500,Jupyter Notebook,2024,8,1,13213
stars_ge_500,Python,2024,2,1,13091
stars_ge_500,Dart,2024,8,1,12779
stars_ge_500,C,2024,12,1,12732
stars_ge_500,TypeScript,2024,12,1,12683
stars_ge_500,TypeScript,2024,7,1,12607
stars_ge_500,TypeScript,2024,2,1,12578
stars_ge_500,Python,2024,4,1,12485
stars_ge_500,Python,2024,1,1,12449
stars_ge_500,TypeScript,2024,1,1,12347
stars_ge_500,TypeScript,2024,11,1,12215
stars_ge_500,TypeScript,2024,7,1,12202
stars_ge_500,SystemVerilog,2024,4,1,12182
stars_ge_500,TypeScript,2024,9,1,12177
stars_ge_500,Python,2024,12,1,12169
stars_ge_500,Python,2024,2,1,12156
stars_ge_500,Python,2024,11,1,11965
stars_ge_500,Shell,2024,3,1,11810
stars_ge_500,JavaScript,2024,7,1,11810
stars_ge_500,TypeScript,2024,1,1,11735
stars_ge_500,Python,2024,5,1,11724
stars_ge_500,TypeScript,2024,8,1,11599
stars_ge_500,TypeScript,2024,1,1,11454
stars_ge_500,HTML,2024,9,1,11443
stars_ge_500,PowerShell,2024,6,1,11310
stars_ge_500,Python,2024,5,1,11283
stars_ge_500,TypeScript,2024,2,1,11269
stars_ge_500,Java,2024,1,1,11266
stars_ge_500,Rust,2024,3,1,11252
stars_ge_500,TypeScript,2024,8,1,11241
stars_ge_500,Python,2024,10,1,11236
stars_ge_500,Rust,2024,7,1,11207
stars_ge_500,Python,2024,6,1,11160
stars_ge_500,TypeScript,2024,6,1,11115
stars_ge_500,Python,2024,11,1,11097
stars_ge_500,Rust,2024,12,1,11067
stars_ge_500,Rust,2024,6,1,10955
stars_ge_500,TypeScript,2024,4,1,10927
stars_ge_500,Python,2024,10,1,10840
stars_ge_500,TypeScript,2024,6,1,10644
stars_ge_500,TypeScript,2024,1,1,10635
stars_ge_500,Go,2024,12,1,10599
stars_ge_500,TypeScript,2024,4,1,10547
stars_ge_500,Python,2024,2,1,10423
stars_ge_500,Kotlin,2024,1,1,10420
stars_ge_500,Python,2024,6,1,10400
stars_ge_500,TypeScript,2024,8,1,10397
stars_ge_500,Python,2024,12,1,10398
stars_ge_500,TypeScript,2024,1,1,10230
stars_ge_500,Python,2024,12,1,10087
stars_ge_500,TypeScript,2024,8,1,10059
stars_ge_500,TypeScript,2024,10,1,10044
stars_ge_500,Python,2024,8,1,10020
stars_ge_500,Python,2024,11,1,9976
stars_ge_500,Python,2024,12,1,9883
stars_ge_500,Go,2024,12,1,9847
stars_ge_500,Python,2024,6,1,9575
stars_ge_500,TypeScript,2024,4,1,9574
stars_ge_500,PHP,2024,7,1,9546
stars_ge_500,TypeScript,2024,10,1,9518
stars_ge_500,Python,2024,2,1,9512
stars_ge_500,Go,2024,10,1,9476
stars_ge_500,TypeScript,2024,10,1,9416
stars_ge_500,Rust,2024,5,1,9262
stars_ge_500,Dart,2024,9,1,9251
stars_ge_500,MDX,2024,6,1,9247
stars_ge_500,Java,2024,9,1,9212
stars_ge_500,TypeScript,2024,2,1,9184
stars_ge_500,TypeScript,2024,2,1,9181
stars_ge_500,Python,2024,5,1,9180
stars_ge_500,JavaScript,2024,6,1,9175
stars_ge_500,TypeScript,2024,6,1,9083
stars_ge_500,Python,2024,12,1,9025
stars_ge_500,C++,2024,7,1,8987
stars_ge_500,Svelte,2024,10,1,8956
stars_ge_500,Jupyter Notebook,2024,1,1,8806
stars_ge_500,Vue,2024,12,1,8795
stars_ge_500,Python,2024,8,1,8766
stars_ge_500,Python,2024,1,1,8765
stars_ge_500,TypeScript,2024,4,1,8756
stars_ge_500,Shell,2024,10,1,8737
stars_ge_500,Python,2024,4,1,8721
stars_ge_500,TypeScript,2024,3,1,8677
stars_ge_500,Python,2024,9,1,8671
stars_ge_500,Jupyter Notebook,2024,4,1,8670
stars_ge_500,Ruby,2024,3,1,8653
stars_ge_500,Python,2024,6,1,8641
stars_ge_500,Go,2024,11,1,8582
stars_ge_500,Go,2024,8,1,8518
stars_ge_500,TypeScript,2024,7,1,8477
stars_ge_500,Jupyter Notebook,2024,3,1,8469
stars_ge_500,TypeScript,2024,7,1,8467
stars_ge_500,Python,2024,1,1,8467
stars_ge_500,Python,2024,1,1,8456
stars_ge_500,TypeScript,2024,3,1,8422
stars_ge_500,Python,2024,5,1,8408
stars_ge_500,PHP,2024,1,1,8407
stars_ge_500,Go,2024,2,1,8331
stars_ge_500,C,2024,3,1,8330
stars_ge_500,Python,2024,6,1,8325
stars_ge_500,Python,2024,12,1,8262
stars_ge_500,TypeScript,2024,4,1,8228
stars_ge_500,Swift,2024,8,1,8214
stars_ge_500,Rust,2024,12,1,8205
stars_ge_500,Swift,2024,4,1,8161
stars_ge_500,TypeScript,2024,4,1,8159
stars_ge_500,Shell,2024,1,1,8158
stars_ge_500,Python,2024,9,1,8109
stars_ge_500,Python,2024,11,1,8107
stars_ge_500,TypeScript,2024,1,1,8102
stars_ge_500,Dart,2024,3,1,8063
stars_ge_500,Python,2024,1,1,8061
stars_ge_500,Jupyter Notebook,2024,1,1,8021
stars_ge_500,Shell,2024,5,1,8015
stars_ge_500,JavaScript,2024,11,1,8002
stars_ge_500,Python,2024,5,1,7974
